"","Code","Genus","Species","Name","Habitat","Type","Forest","Gmin","TLP","LSWC","MajVLA","N","C","P","K","SD","TWI"
"141",229,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Paracou",0.83878074776879,-1.49836,182.8868,5.3966654165,2.49,52.53,1.22734101151728,12.083775806567,243.589743589744,9.582552
"142",209,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",1.19113596974506,-1.8582,212.7,6.871596342,1.32,51.08,0.571730527722111,11.9725354279989,253.205128205128,10.237195
"143",216,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",1.00622033626606,-1.52332,144.2936,7.8675862735,1.45,51.87,0.627400767050192,4.64941506467519,525.641025641026,9.54106
"144",232,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",1.31748277856129,-1.62732,209.0636,5.7661985515,1.38,50.08,0.586913086913087,11.3992508919652,256.410256410256,10.237195
"145",233,"Laetia","procera","Laetia_procera","BF","BF","Paracou",3.17076704127285,-1.77916,158.934,4.0336888875,1.27,50.69,0.48095,2.75340014285714,862.179487179487,10.237195
"146",240,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",1.21682224672223,-1.57532,117.649,3.6592537695,0.9,54.79,0.392667667667668,3.74439453739454,240.384615384615,10.077485
"147",8,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Paracou",1.06902867188359,-1.64604,118.1204,5.6838700445,1.33,54.26,0.467080647176412,3.14264606158459,92.9487179487179,13.681671
"148",21,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Paracou",0.782603030338484,-1.6918,126.8751,6.5487996975,1.21,52.33,0.609683554609219,6.18634006474488,169.871794871795,13.681671
"149",22,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",0.931716624249069,-1.73964,173.2756,2.623665504,1.13,49.62,0.512476664164164,6.18014753214753,NA,13.681671
"150",23,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",1.24366443292556,-1.67724,139.9931,6.05979388,1.69,51.73,0.7049641875,8.27896738461539,471.153846153846,13.681671
"151",28,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",1.90854679538692,-1.90188,110.1597,7.8807709215,1.84,52.9,0.717529129241517,4.29288162137264,509.615384615385,13.681671
"152",35,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",2.25439597971797,-1.9518,119.798,4.4218452325,1.46,50.98,0.617155609695153,3.42750363279899,458.333333333333,7.018794
"153",36,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",2.31173742847527,-1.76252,123.7459,1.916833103,1.17,50.26,0.542421765734266,6.48248489971567,NA,13.681671
"154",37,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Paracou",1.54292201504198,-1.56908,220.6426,4.17642831,2.74,51.01,1.5374641875,15.1289673846154,307.692307692308,8.083855
"155",38,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Paracou",2.40745642231155,-1.85196,160.6056,3.571227808,2.54,52.29,1.05259567669173,11.5929497590129,275.641025641026,7.876588
"156",39,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Paracou",1.9369495327707,-2.02252,251.2937,4.568507647,2.69,51.21,1.36264551025513,13.6107727710009,317.307692307692,8.083855
"157",46,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",1.78206025072285,-1.75628,259.9848,5.103704828,1.31,48.87,0.632566488035892,19.7447331850602,269.230769230769,8.124021
"158",47,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",1.66948788773575,-1.74796,216.3541,6.0536296765,1.26,48.68,0.679784403096903,17.0669004841313,240.384615384615,8.124021
"159",49,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",2.72873438065146,-1.78748,127.0937,1.6014564085,1.4,49.41,0.622906920199501,6.19348367542682,NA,8.069946
"160",34,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",5.13243124079482,-2.07452,107.4991,3.0761288455,1.14,43.82,0.610769572286143,5.27160318620849,608.974358974359,9.227782
"161",41,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",3.41296090339418,-2.0246,107.345,3.2589823865,1.46,50.67,0.880263528678304,10.1186707078458,432.692307692308,9.227782
"162",42,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",2.80404063844181,-2.2222,118.219,3.132000799,1.18,50.14,0.52849268018018,4.45642380842381,621.794871794872,9.227782
"163",43,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",1.51701813976386,-1.6398,111.5842,1.762756501,1.43,51.05,0.582798590319361,4.40565607247044,NA,10.622149
"164",44,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",7.27924071155111,-2.13484,127.0851,5.8299435715,1.22,48.5,0.609573761261261,6.645612997613,NA,10.622149
"165",64,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",2.48258435391142,-1.4942,227.5479,2.9243558455,1.39,49.87,0.480126813040586,6.97464107499287,185.897435897436,9.227782
"166",54,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",3.74341935797763,-2.05788,125.3005,4.998782696,1.18,48.7,0.568100388276553,3.62421581624788,455.128205128205,10.622149
"167",76,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",1.22747955955655,-1.81452,103.4916,4.283520267,1.59,51.2,0.489187066666667,4.96809035714286,330.128205128205,9.552659
"168",77,"Laetia","procera","Laetia_procera","BF","BF","Paracou",1.44689759979749,-1.89772,158.0238,6.970788453,1.34,50.57,0.765852919586253,11.2898802373802,NA,9.552659
"169",78,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",2.01212967141741,-1.7542,133.9223,1.495974424,1.25,49.77,0.534019028609448,6.93472091531223,NA,9.552659
"170",73,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",2.78727391797541,-1.7438,139.6102,2.735197702,1.46,50.51,0.586967517943582,5.581963302096,NA,10.639692
"171",80,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",0.999133447887129,-1.69388,96.2852,4.706563677,1.69,51.61,0.420012066666667,3.64809035714286,506.410256410256,10.639692
"172",81,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",0.870216161100369,-1.66892,114.4437,6.2297668345,1.5,51.03,0.571873003168251,4.65816944186379,NA,10.639692
"173",83,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",2.23180867271813,-1.4526,172.1163,7.485445457,1.7,52.24,0.584463762310132,4.76448708777452,189.102564102564,10.639692
"174",85,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",1.21400648786583,-1.70428,134.1307,5.541191559,2.14,51.81,0.872459526192859,9.66325361075361,423.076923076923,10.639692
"175",97,"Laetia","procera","Laetia_procera","BF","BF","Paracou",1.80646328325047,-1.99964,154.2619,6.433237432,1.48,51.33,0.611863339986693,4.79674686341603,NA,11.244987
"176",119,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",2.2911408870301,-1.70636,170.2855,1.7843491705,1.22,50.95,0.471394157903522,4.70164282137492,NA,10.902845
"177",120,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Paracou",0.759170046857903,-1.56284,159.7093,3.867448034,1.3,53.1,0.744725253532835,12.9911125757036,99.3589743589744,11.366833
"178",122,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",1.83227859156343,-1.72924,182.0009,3.983285573,0.86,49.05,0.328844756179025,2.83976989693673,NA,11.366833
"179",123,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Paracou",1.44116935480314,-1.62524,117.0113,5.275589024,1.33,50.62,0.604076874480466,8.2479704310652,134.615384615385,7.327822
"180",124,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Paracou",1.561163866281,-1.6398,100.8255,5.906417527,1.44,52.79,0.480667734401068,2.51560596310596,471.153846153846,7.327822
"181",125,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",1.04796991129928,-1.85196,101.9334,7.9368101985,1.85,52.92,0.845972136325852,5.57465372283577,528.846153846154,6.136616
"182",128,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",3.37522070829383,-2.09948,146.5903,3.9738698465,1.47,49.83,0.827087066666667,10.9835903571429,384.615384615385,10.902845
"183",131,"Laetia","procera","Laetia_procera","BF","BF","Paracou",1.54564065308177,-1.983,140.7158,5.5465986485,1.68,50.79,0.673924028681007,5.7014410776817,669.871794871795,11.366833
"184",132,"Eperua","falcata","Eperua_falcata","BF","BF","Paracou",2.1972604637491,-1.73132,115.9727,7.980911798,1.95,52.54,0.844698813700919,7.34194522019334,512.820512820513,7.327822
"185",133,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",5.80321712574755,-1.72924,183.484,10.90255037,1.45,52.39,0.936491804373227,14.4953333571786,NA,7.327822
"186",136,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",2.44574818633567,-1.66476,170.1932,8.258656537,1.5,48.96,0.570943481889501,10.7296848844696,137.820512820513,10.655679
"187",138,"Laetia","procera","Laetia_procera","BF","BF","Paracou",2.46284357778179,-1.75628,144.3762,3.5375896805,1.44,50.52,0.507094160827494,5.68927963677964,NA,10.077485
"188",139,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",3.48033768161739,-1.74796,167.2614,6.021151009,0.95,48.98,0.625525354698715,16.5634355104085,198.717948717949,10.077485
"189",143,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Paracou",5.20789469459926,-1.9414,133.662,3.9949992275,1.32,49.46,0.598988078588079,7.24134900813472,NA,10.655679
"190",144,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Paracou",1.29367640233275,-1.775,166.5712,2.955929935,1.3,49.43,0.793793273393273,10.3632271300128,NA,10.077485
"191",228,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Paracou",1.74674998531297,-1.86028,187.4502,5.4496194545,1.49,50.2,0.631763527054108,9.18401817921558,173.076923076923,9.582552
"192",264,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",1.77921,-1.67308,137.4684,3.476266393,2.08,51.17,0.883,6.79065014285714,294.871794871795,7.77657
"193",267,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",1.448603,-1.44012,181.2256,3.881578091,1.99,51.82,0.768884442221111,9.13021525048238,153.846153846154,7.77657
"194",291,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",2.543502,-1.60028,139.6239,4.460559226,2.12,51.58,0.916583416583417,6.74390623662052,625,7.826711
"195",292,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",1.775897,-1.38396,142.138,4.99951973,1.73,48.74,0.654690618762475,4.63188637011691,NA,7.381081
"196",293,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",1.615629,-1.40892,180.8686,3.006530993,1.8,56.96,0.700948577134299,4.73879195492476,NA,7.826711
"197",294,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",2.434915,-1.65228,144.3026,4.7159125215,1.74,51.53,0.807096451774113,8.42643692439495,599.489795918367,7.826711
"198",295,"Carapa","surinamensis","Carapa_surinamensis","BF","BF","Bafog",3.780202,-1.62524,171.5217,3.485137465,1.59,51.9,0.695695695695696,3.49189203489203,NA,7.826711
"199",300,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",2.286932,-1.56076,136.8874,5.40689778,1.82,51.15,0.706293706293706,6.9237264164407,459.183673469388,6.353528
"200",301,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",1.16028,-1.54828,148.7784,4.7444773205,1.56,50.66,0.562062062062062,6.31696710996711,471.938775510204,6.785499
"201",304,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",4.373105,-1.55452,222.1849,6.540098536,1.66,48.87,0.472727272727273,5.34530483801912,114.795918367347,7.381081
"202",305,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",2.362053,-1.41724,160.1758,5.2216542405,1.98,51.5,0.786533665835412,5.41211984324902,425.170068027211,7.381081
"203",308,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",2.341924,-1.36316,148.8525,4.7788239245,1.81,51.66,0.669825436408978,10.3048879230495,153.061224489796,6.785499
"204",309,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",1.946187,-1.37356,128.5826,3.324654464,1.68,51.49,0.635771543086172,4.90395805897509,590.986394557823,6.785499
"205",310,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",1.528795,-1.50668,128.6179,3.1672275215,1.83,50.85,0.699549323985979,7.51692553115387,NA,6.785499
"206",311,"Laetia","procera","Laetia_procera","BF","BF","Bafog",7.6109,-2.1286,157.0718,9.68157857,1.36,44.93,0.626065162907268,2.96105277479413,680.272108843537,6.785499
"207",314,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",3.761003,-1.54828,128.6809,3.019294206,1.63,49.45,0.618,5.66565014285714,403.91156462585,6.785499
"208",315,"Eschweilera","coriacea","Eschweilera_coriacea","BF","BF","Bafog",2.292559,-1.43804,119.272,2.78242204,1.93,50.45,0.854927463731866,7.86958493532481,539.965986394558,6.785499
"209",318,"Laetia","procera","Laetia_procera","BF","BF","Bafog",2.469009,-2.03916,142.7087,9.0690195165,2.38,52.11,1.036,5.16565014285714,671.768707482993,7.77657
"210",329,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",5.422866,-1.38396,170.5377,7.746811331,1.59,50.57,0.69311377245509,8.21921171941831,310.374149659864,11.113003
"211",331,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",3.183336,-1.8062,185.396,9.070498662,1.71,52.26,0.8525,14.1106501428571,NA,11.113003
"212",332,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",2.760488,-1.55036,170.1703,4.6936671445,2.88,52.34,1.19800498753117,7.67645899536872,255.102040816327,11.113003
"213",333,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",2.717552,-1.42348,129.5528,2.8733942635,1.58,54.21,0.679339669834917,6.31880954763096,225.340136054422,11.113003
"214",334,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",3.296779,-1.65228,201.5489,6.268111073,1.38,48.91,0.586793396698349,13.2572787822483,195.578231292517,11.113003
"215",335,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",2.8981,-1.57116,153.4472,4.4371459815,2.62,52.01,1.26086956521739,12.9041980438352,344.387755102041,10.154291
"216",336,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",2.654736,-1.53372,289.0434,4.774022525,1.24,47.32,0.534301452178267,16.1598899778239,216.836734693878,10.154291
"217",337,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",2.82569,-1.52748,247.8131,5.6122190875,1.25,47.65,0.583333333333333,17.1862775876818,161.56462585034,10.154291
"218",338,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",3.99184,-1.88732,155.5313,7.162853445,2.78,51.53,1.09163745618428,16.7908363974533,246.598639455782,10.154291
"219",339,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",10.41382,-1.59404,160.885,13.55138074,1.72,50.84,0.85286783042394,10.1602495190595,NA,10.154291
"220",341,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",3.025202,-1.64604,192.4702,5.885345456,2.86,52.15,1.19839679358717,14.5647797022617,229.591836734694,10.154291
"221",342,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",2.068091,-1.43388,166.7055,5.3203842415,3.35,52.44,1.11955977988995,15.0531767312228,263.605442176871,10.154291
"222",343,"Laetia","procera","Laetia_procera","BF","BF","Bafog",4.364939,-1.82492,157.8119,5.408580765,1.5,43.3,0.688877755511022,10.7020542513599,710.034013605442,10.154291
"223",344,"Laetia","procera","Laetia_procera","BF","BF","Bafog",4.206456,-1.85196,152.2992,6.8315588275,1.63,57.95,0.748748748748749,7.84349363649364,922.619047619048,10.154291
"224",345,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",5.084795,-1.87692,152.1123,10.014531696,1.25,52.05,0.688032048072108,10.0557337434724,NA,10.154291
"225",346,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",3.487546,-1.78124,193.029,6.922048986,1.68,49.11,0.683316683316683,12.4831669758813,212.585034013605,10.154291
"226",347,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",5.735952,-1.68972,184.9046,8.3373388125,1.38,49.3,0.527527527527528,10.3960461890462,204.081632653061,10.154291
"227",348,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",2.178161,-1.66684,179.9874,7.6068861195,3.27,51.75,1.14922383575363,13.941562486587,144.557823129252,10.154291
"228",349,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",2.073347,-1.73132,228.4544,6.9807211715,1.56,48.48,0.754,17.8956501428571,221.08843537415,10.154291
"229",385,"Laetia","procera","Laetia_procera","BF","BF","Bafog",3.451607,-1.86236,157.9336,10.776899185,2.08,53.29,1.01025293936832,7.76585948666718,NA,10.762482
"230",389,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",8.868189,-1.4318,169.2486,3.772847232,2.85,50.16,1.24738688575057,15.4763635279178,NA,10.762482
"231",391,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",4.661672,-1.65852,208.7978,8.361763788,1.67,47.9,0.738132258436911,13.9906206564821,NA,10.762482
"232",392,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",10.33768,-1.41932,189.3703,3.493577859,3.52,52.21,1.20774383272588,13.5647135622482,NA,10.762482
"233",394,"Laetia","procera","Laetia_procera","BF","BF","Bafog",6.275893,-1.8894,154.8708,5.8033132385,2.22,54.81,0.937419643199693,6.53728214080184,NA,11.113003
"234",399,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",4.715199,-1.5982,184.0887,7.844544306,2,53.41,0.804458733574118,10.7378874586952,NA,11.113003
"235",400,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Bafog",4.158443,-1.56908,205.0761,7.562149886,1.68,48.73,0.487895034859982,3.26552363160125,NA,8.238202
"236",406,"Laetia","procera","Laetia_procera","BF","BF","Bafog",1.715535,-1.68764,159.4655,9.212846106,2.37,47.35,0.938386419468755,3.96918697220943,NA,11.113003
"237",407,"Laetia","procera","Laetia_procera","BF","BF","Bafog",11.63632,-1.57324,181.221,5.862848785,1.64,50.73,0.625514220749191,3.70904343301989,NA,11.113003
"238",409,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",3.229643,-1.62524,154.0092,5.7922247225,2.74,51.05,0.913436319668356,8.32697140334715,NA,7.888434
"239",410,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",2.42196,-1.45052,207.8097,6.508281702,2.28,50.64,0.931228806711048,8.89307188209489,229.591836734694,12.552481
"240",411,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Bafog",3.141546,-1.6814,165.9966,7.733264879,3.24,51.33,1.16801117554438,15.7000752333039,NA,12.552481
"241",412,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",4.282368,-1.64604,137.1367,9.235718998,1.52,52.77,0.740763192307692,7.53862534615385,NA,7.888434
"242",414,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",4.847344,-1.45884,150.5432,2.7548784445,1.68,51.87,0.69341648406566,7.17503782724023,165.816326530612,6.470211
"243",415,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",NA,-1.49836,NA,4.0732871835,1.89,52.37,0.828520411690157,9.96367982641423,NA,12.710695
"244",433,"Laetia","procera","Laetia_procera","BF","BF","Bafog",7.704983,-2.03292,145.515,8.5807925955,1.99,51.72,0.829763192307692,5.19862534615385,646.258503401361,11.113003
"245",435,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",12.28747,-1.71468,162.4666,10.47336444,1.64,52.97,0.779703784738216,9.44473587440504,NA,10.154291
"246",436,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",NA,-1.63564,148.3736,12.274162125,1.74,51.35,0.9362950447853,10.4933786568254,NA,10.154291
"247",437,"Virola","surinamensis","Virola_surinamensis","BF","BF","Bafog",3.294478,-1.5982,217.7545,10.0575601225,1.79,51.67,0.844574044219254,14.8389474512513,NA,10.154291
"248",441,"Laetia","procera","Laetia_procera","BF","BF","Bafog",5.000671,-1.64396,157.9956,5.96256509,1.77,49.88,0.762382001307039,8.11956556337216,NA,12.552481
"249",443,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",1.402743,-1.57116,188.9096,3.6730094075,1.68,51.17,0.60046412054879,5.01164864344073,306.122448979592,6.470211
"250",534,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",6.08785441807806,-1.8998,226.0012,10.50507424,1.31,49.95,0.641160291578745,15.2504990984078,276.360544217687,9.898855
"251",535,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",3.57734762659084,-1.95388,173.8516,10.231782726,1.22,49.08,0.458766276616152,9.45997540763476,263.605442176871,9.898855
"252",536,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",8.67821066920881,-1.63356,190.8315,15.59482489,1.37,52.84,0.56669649581188,7.39622911703681,NA,9.898855
"253",539,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",7.84996926886981,-1.79996,126.2732,4.086382682,1.55,45.84,0.663935321664364,5.35291950713957,NA,8.174161
"254",540,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",6.86137687461531,-1.95388,144.8335,7.1423375345,1.51,50.43,0.830508955741304,9.89346554447055,NA,8.813516
"255",541,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",13.99,-2.035,154.5806,3.4490488945,1.36,47.14,0.6580197,6.813976,NA,8.813516
"256",542,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",3.38030036940276,-2.10572,145.0855,3.8251885885,1.57,49.67,0.93361927109336,9.89912730903644,735.544217687075,8.174161
"257",543,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",3.07244121341309,-1.98716,139.3003,3.5178027155,1.51,47.59,0.735991683366733,6.34165931863727,544.21768707483,8.174161
"258",544,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",3.05401206985234,-1.82076,164.3162,5.974448888,1.33,46.98,0.6360197,14.253976,255.102040816327,8.174161
"259",545,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",3.85391106657131,-1.65436,206.6402,7.092889536,1.85,52.55,0.9600197,12.273976,NA,8.813516
"260",546,"Laetia","procera","Laetia_procera","BF","BF","Kaw",2.33451978371948,-1.88108,152.3395,7.5459079665,1.53,46.46,0.7845197,9.973976,1496.59863945578,8.174161
"261",547,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",10.8550162574313,-1.86236,168.6893,4.786596438,1.28,49.7,0.830189510489511,13.7901858141858,718.537414965986,8.174161
"262",548,"Laetia","procera","Laetia_procera","BF","BF","Kaw",2.97269955981166,-1.77708,165.1091,6.1248443815,1.35,51.22,0.792726973026973,12.6213546453546,1190.47619047619,8.174161
"263",549,"Laetia","procera","Laetia_procera","BF","BF","Kaw",2.74316371740031,-1.97052,173.7075,6.118728916,1.48,49.61,0.597124013979031,13.7683235147279,1241.49659863946,8.174161
"264",550,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",3.95161587411121,-2.27004,104.7411,8.346133282,1.16,42.87,0.535947804391218,5.16863872255489,1037.41496598639,8.813516
"265",551,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",1.89916028297665,-1.71052,205.0594,9.201735207,1.63,53.04,0.621277145708583,8.31734131736527,NA,8.813516
"266",552,"Laetia","procera","Laetia_procera","BF","BF","Kaw",1.3272316131531,-1.71884,NA,4.987129635,1.58,49.08,0.472942642642643,7.70167767767768,NA,8.813516
"267",553,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",5.85185217179517,-1.87692,140.2046,3.810002582,1.59,50.65,0.844097651174413,9.79407896051974,697.278911564626,8.813516
"268",554,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",11.53,-2.30332,130.0225,5.09172542,1.4,50.11,0.725382391195598,8.25810505252626,969.387755102041,8.813516
"269",555,"Laetia","procera","Laetia_procera","BF","BF","Kaw",2.63934978925186,-1.85404,154.7018,7.3674430035,1.74,50.2,0.665350400801603,7.04807214428858,1118.19727891156,8.813516
"270",556,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",1.59931568187226,-1.8062,206.651,NA,1.1,49.64,0.433178110944528,15.7511004497751,238.095238095238,8.813516
"271",558,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",5.861097352391,-1.62108,163.9637,15.10747885,1.63,48.75,1.01402671335668,7.6528024012006,NA,7.071829
"272",560,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",2.6878411646025,-1.67724,208.2686,11.593194225,2.21,57.16,1.09283403193613,6.0818123752495,NA,7.071829
"273",561,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",6.17472868058512,-1.68556,140.8631,15.97391209,1.66,50.43,0.845865565565566,4.65463063063063,NA,7.071829
"274",563,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",2.3839263932898,-1.89772,211.3952,NA,1.24,50.8,0.584143484772841,5.17621168247629,293.367346938776,7.071829
"275",565,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",11.076071588418,-1.61276,186.147,10.67524198,1.64,53.49,0.947598302546181,8.77581228157763,NA,7.071829
"276",566,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",3.50666624423687,-1.63772,207.0487,11.96811765,1.49,49.98,0.937895490981964,9.15729058116233,NA,7.071829
"277",567,"Virola","surinamensis","Virola_surinamensis","BF","BF","Kaw",1.67892924192023,-1.67724,161.8872,9.8628550975,1.48,54.49,0.779350673989016,6.08484872690963,NA,6.345963
"278",570,"Laetia","procera","Laetia_procera","BF","BF","Kaw",5.65934905842,-2.02044,165.621,5.1454537575,1.07,45.09,0.6740197,5.018976,1054.42176870748,7.071829
"279",603,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",2.775562,-1.82908,164.8687,4.1425781485,1.68,45.51,0.704436404967842,5.18910678642715,646.258503401361,8.813516
"280",605,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",2.668221,-1.88108,247.0509,7.5134093875,1.45,55.06,0.620913906917402,17.6130654018972,289.115646258503,8.813516
"281",606,"Protium","opacum subsp. rabelianum","Protium_opacum subsp. rabelianum","BF","BF","Kaw",7.778061,-1.88524,133.5406,4.270552981,1.16,47.14,0.535541964830532,6.18021467798303,646.258503401361,9.580924
"282",610,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",2.984467,-1.84572,216.7855,8.5964254325,1.51,54.85,0.477706424565495,10.6391654172914,276.360544217687,9.580924
