Code,Site,Genus,Species,Weight_mg_CNS,%N,%C,%S,Remark Sample,Weight_g_trace,P (g/kg),Fe (g/kg),Mn (g/kg),Mg (g/kg),Al (g/kg),Ca (g/kg),Na (g/kg),K (g/kg),Cr (mg/kg),Cu (mg/kg),Ni (mg/kg),Pb (mg/kg),Rb (mg/kg),Sr (mg/kg),Zn (mg/kg),Commentaires
544,Kawforest,Symphonia,globulifera,8.251,1.33,46.98,0.657,NA,0.2,0.6360197,0.1238863,0.2778,0.00289,0.10555,15.1010995,1.07627625,14.253976,3.3765975,4.1006,1.49479083333333,0,28.4775,37.557625,28.64,NA
545,Kawforest,Virola,surinamensis,8.314,1.85,52.55,0.235,NA,0.2,0.9600197,0.0684363,0.248425,2.459,0.0581,9.7310995,0.03232125,12.273976,1.09450775,20.8381,4.05819583333333,0,17.665,20.662625,13.665,NA
546,Kawforest,Laetia,procera,8.375,1.53,46.46,0.123,NA,0.2,0.7845197,0.0504863,0.27515,0.00759,0.0597,5.3860995,1.30977625,9.973976,1.29835525,6.9556,1.35073083333333,0,16.89,44.450125,8.775,NA
547,Kawforest,Protium,opacum,8.481,1.28,49.7,0.127,NA,0.2002,0.830189510489511,0.103432867132867,0.0150749250749251,1.6978021978022,0.101598401598402,3.96987962037962,0.0729033466533467,13.7901858141858,1.87243031968032,7.85524475524476,1.08399683649684,0,26.0739260739261,17.8073176823177,9.1958041958042,NA
548,Kawforest,Laetia,procera,8.164,1.35,51.22,0.108,NA,0.2002,0.792726973026973,0.0527085914085914,0.0955544455544456,1.48401598401598,0.0649350649350649,3.97237712287712,0.927348901098901,12.6213546453546,0.585064185814186,6.77882117882118,0.515235597735598,0,25.6543456543457,26.8307942057942,8.90609390609391,NA
549,Kawforest,Laetia,procera,7.943,1.48,49.61,0.113,NA,0.2003,0.597124013979031,0.20957194208687,0.2654518222666,2.36295556665002,0.141587618572142,7.54977483774338,1.77611208187718,13.7683235147279,1.39953344982526,6.44593110334498,1.28095939424197,0,18.1427858212681,65.7764603095357,7.85322016974538,NA
550,Kawforest,Protium,opacum,8.406,1.16,42.87,0.142,NA,0.2004,0.535947804391218,0.16315998003992,0.0577345309381238,2.38572854291417,0.172779441117764,26.8773448103792,0.376672904191617,5.16863872255489,4.62887391882901,4.46167664670659,1.94629324683965,0,0,153.667789421158,6.91367265469062,NA
551,Kawforest,Virola,surinamensis,8.303,1.63,53.04,0.256,NA,0.2004,0.621277145708583,0.156323652694611,0.596307385229541,0.00743512974051896,0.158782435129741,14.5020953093812,0.0484194111776447,8.31734131736527,1.69280963073852,8.42125748502994,10.4044120093147,0,8.53293413173653,47.1009231536926,9.96007984031936,NA
552,Kawforest,Laetia,procera,8.354,1.58,49.08,0.117,NA,0.1998,0.472942642642643,0.200111411411411,0.368168168168168,2.25075075075075,0.219319319319319,13.7498493493493,1.49326951951952,7.70167767767768,1.22805830830831,6.31691691691692,4.1960969302636,0,8.81381381381381,94.2193443443444,6.75175175175175,NA
553,Kawforest,Protium,opacum,8.174,1.59,50.65,0.124,NA,0.2001,0.844097651174413,0.0877424287856072,0.0209945027486257,3.27336331834083,0.0960019990004997,6.41789055472264,0.0512506246876562,9.79407896051974,1.5193055972014,4.99810094952524,1.03365900383142,0,17.2513743128436,14.0431034482759,10.2673663168416,NA
554,Kawforest,Protium,opacum,8.111,1.4,50.11,0.161,NA,0.1999,0.725382391195598,0.107465032516258,0.0237968984492246,1.53776888444222,0.117558779389695,10.7614802401201,0.131992246123062,8.25810505252626,1.82182866433217,4.40280140070035,1.13207687176922,0,9.30465232616308,22.526388194097,9.20710355177589,NA
555,Kawforest,Laetia,procera,8.218,1.74,50.2,0.126,NA,0.1996,0.665350400801603,0.0764391783567134,0.256963927855711,2.65330661322645,0.0893286573146293,11.3938872745491,1.78234093186373,7.04807214428858,1.25349473947896,6.48356713426854,4.08149883099532,0,7.16432865731463,64.7546342685371,9.23847695390782,NA
556,Kawforest,Symphonia,globulifera,8.267,1.1,49.64,0.406,NA,0.2001,0.433178110944528,0.145738430784608,0.0372763618190905,4.55422288855572,0.171389305347326,11.4503743128436,1.03825712143928,15.7511004497751,2.78024237881059,5.57781109445277,1.04813676495086,0,26.584207896052,9.97763618190905,20.7496251874063,NA
557,Kawforest,Carapa,guianensis,7.883,1.27,47.05,0.256,NA,0.2004,0.434001696606786,0.164033233532934,0.0265518962075848,1.57235528942116,0.147180638722555,12.361376746507,0.384407435129741,6.79538522954092,1.63614046906188,5.56946107784431,0.814681470392548,0,5.87824351297405,34.7107035928144,20.938123752495,NA
558,Kawforest,Virola,surinamensis,8.024,1.63,48.75,0.135,NA,0.1999,1.01402671335668,0.125849224612306,0.109804902451226,1.70985492746373,0.0586293146573287,7.40480190095048,0.0384604802401201,7.6528024012006,2.66051025512756,5.50835417708854,2.05599383024846,0,30.7003501750875,55.0526513256628,14.1670835417709,NA
559,Kawforest,Carapa,guianensis,7.86,1.22,50.55,0.18,Echantillon rebroyé,0.2003,0.760379131303045,0.269532001997004,0.0152571143285072,3.36894658012981,0.0850723914128807,3.89276035946081,2.24216300549176,4.4076145781328,1.73281852221667,4.62865701447828,0.823959893493094,0,7.76335496754868,26.8523464802796,21.2181727408887,NA
560,Kawforest,Virola,surinamensis,7.822,2.21,57.16,0.199,NA,0.2004,1.09283403193613,0.170495309381238,0.116666666666667,0.070309381237525,0.109580838323353,7.47614720558882,0.0618026447105788,6.0818123752495,0.631967814371257,9.5440119760479,3.24279524284764,0,20.3493013972056,59.3065119760479,17.2255489021956,NA
561,Kawforest,Virola,surinamensis,7.984,1.66,50.43,0.122,NA,0.1998,0.845865565565566,0.210196496496497,0.087987987987988,3.02852852852853,0.0696196196196196,7.62872822822823,0.02870995995996,4.65463063063063,1.3724527027027,3.13373373373373,1.84551134467801,0,11.8468468468468,48.386011011011,10.1951951951952,NA
562,Kawforest,Carapa,guianensis,7.959,1.3,50.64,0.15,NA,0.1998,0.962482182182182,0.11485115115115101,0.0113563563563564,2.02902902902903,0.0555555555555556,4.36421371371371,1.91619244244244,6.01499099099099,1.89339614614615,4.25485485485485,1.36246830163497,0,16.3463463463463,30.2228478478478,17.5325325325325,NA
