Code,Genus,Species,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA
329,Virola,surinamensis,0.2879658805,1.8478007005000001,5.6110447505,7.746811331
331,Virola,surinamensis,0.3097455785,2.0834507565,6.6773023264999996,9.070498662
339,Virola,surinamensis,0.4814809975,2.938513134,10.1313866065,13.551380739999999
345,Virola,surinamensis,0.469921258,2.451390473,7.093219967,10.014531696
399,Virola,surinamensis,0.305625311,1.991890096,5.547028899,7.8445443059999995
410,Virola,surinamensis,0.19718228450000003,1.1478719835,5.1632274344999995,6.508281702
412,Virola,surinamensis,0.34025853,2.0039901815,6.891470287,9.235718998
435,Virola,surinamensis,0.463591472,2.590250265,7.419522706,10.473364440000001
436,Virola,surinamensis,0.49691048250000003,2.894652947,8.882598696999999,12.274162125
437,Virola,surinamensis,0.3650603825,2.2766152265,7.4158845115,10.0575601225
247,Vouacapoua,americana,0.3855566255,1.715535596,4.954071841,7.055164062499999
351,Vouacapoua,americana,0.281716057,1.1040305595,4.0072503085,5.3929969255
353,Vouacapoua,americana,0.24096535,1.2998366785,3.739402315,5.280204342999999
358,Vouacapoua,americana,0.2912175415,1.4794245485,3.37790826,5.148550350000001
364,Vouacapoua,americana,0.48056036599999996,1.966235523,4.850365027,7.297160915999999
366,Vouacapoua,americana,0.380353908,1.7764315035,4.1662163805,6.323001792
381,Vouacapoua,americana,0.362598687,1.6050783685,4.194177782500001,6.1618548375
