Code,idTree,Genus,Species,gmin,TLP,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,FW,SW,DW,LSWC,SD,FVFM,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
222,138533,Eschweilera,coriacea,1.39982690287317,-1.9513900000000002,0.1779603565,0.9380244315,3.116096643,4.232081431,2.03,52.44,0.798,2.65728228571429,0.28601125,5.73565014285714,1.7405999999999997,1.7914,0.8188,1.187835857352223,400.6410256,0.759,16/11/2020,Paracou,13,2,499,BF,Generalist,28,4,23,3,Mid
223,138957,Symphonia,globulifera,1.43294753848299,-1.6837250000000001,0.257698944,2.7940570745,2.838728325,5.890484344,1.48,48.6,0.678642714570858,5.73281665240947,2.21707709580838,13.4537426575421,0.6801000000000004,0.6803,0.2265,2.003532008830022,192.3076923,0.811,16/11/2020,Paracou,13,2,928,BF,BF,21,4,21,4,Sup
224,138814,Hymenopus,heteromorphus,7.59565193391748,-1.464,0.3219537815,1.606783961,5.054583344,6.9833210865,1.07,50.91,0.467482517482518,2.14813415156272,1.04871253746254,4.39200813472242,0.8338000000000001,0.8536,0.3984,1.1425702811244982,115.3846154,0.798,16/11/2020,Paracou,13,2,782,BF,Generalist,18,2,16,2,Mid
225,138941,Eperua,falcata,0.54232753290836,-1.779605,0.268101026,2.259363074,3.9204540979999996,6.447918198,2.07,52.36,0.818637274549098,6.05639507586602,0.661584418837676,6.1729961351274,0.7126999999999999,0.7168,0.3389,1.1150781941575687,317.3076923,0.808,16/11/2020,Paracou,13,2,912,BF,BF,11,2,9,3,Mid
226,138828,Pterocarpus,officinalis,1.54707378718443,-1.755635,0.2621498865,1.0609857105,4.955396006,6.278531602999999,3.2,52,1.02298850574713,4.10023216962947,0.0345089955022489,9.84072977796816,0.883,0.912,0.3317,1.7494724148326803,310.8974359,0.832,16/11/2020,Paracou,13,2,797,BF,BF,18,2,15,2,Inf
227,138668,Pterocarpus,officinalis,1.42175400312209,-1.5618775,0.2882519175,1.238995214,2.8500863805,4.3773335115,2.79,51.23,1.16566866267465,1.0851120615911,0.015565119760479,11.3180141146279,0.8519000000000005,0.8763,0.3382,1.591070372560615,230.7692308,0.836,16/11/2020,Paracou,13,2,634,BF,BF,23,3,20,3,Sup
229,138769,Pterocarpus,officinalis,0.627165306282251,-1.4979575,0.241357346,1.213751549,3.9415565205,5.396665416499999,2.49,52.53,1.22734101151728,1.76392817798126,0.0304218828242364,12.083775806567,0.6350000000000007,0.6546,0.2314,1.828867761452031,243.5897436,0.828,16/11/2020,Paracou,13,2,737,BF,BF,25,4,25,4,Sup
209,137579,Symphonia,globulifera,0.998054995061871,-1.843525,0.37679932,3.3767732935000003,3.1180237285,6.871596342,1.32,51.08,0.571730527722111,5.37313226452906,2.2328299456055,11.9725354279989,0.9724000000000004,0.9184,0.2937,2.1270003404834865,253.2051282,0.782,19/11/2020,Paracou,13,1,782,BF,BF,30,5,22,4,Mid
210,137314,Chrysophyllum,prieurii,0.832749092447197,-2.2410275000000004,0.15219041100000003,0.81616212,4.662530734500001,5.6308832655,1.57,54.29,0.473121749290603,8.09953530295443,0.176128478431934,5.34160276128479,2.4684999999999997,2.4814,1.0989,1.258076258076258,217.9487179,0.81,19/11/2020,Paracou,13,1,514,BF,Generalist,18,3,16,3,Sup
211,137018,Conceveiba,guianensis,2.12929101602384,-1.8275450000000002,0.1402821725,0.5764127205,1.674508908,2.3912038005,2.03,48.6,1.08813113223278,9.79228214107053,0.0562424069177446,8.32775423425999,1.4520999999999997,1.456,0.5803,1.5090470446320867,NA,0.831,19/11/2020,Paracou,13,1,114,BF,Generalist,17,2,12,3,Sup
212,137209,Hymenopus,heteromorphus,10.9626944426996,-1.5458975000000001,0.4579482775,2.2551903615000004,7.467922605,10.181061245999999,1.12,41.52,0.461475591075591,2.3835024975025,0.730134151562723,4.96412623091195,0.34690000000000065,0.3286,0.1456,1.2568681318681318,195.5128205,0.801,19/11/2020,Paracou,13,1,408,BF,Generalist,16,2,14,2,Sup
214,137431,Hymenopus,heteromorphus,7.95367758158601,-1.51993,0.32704802899999996,1.929027346,5.3613860255,7.6174614,1.25,51.62,0.43010695970696,3.34304295704296,1.03782645925503,2.54704331382903,0.5836000000000006,0.5792,0.2726,1.12472487160675,224.3589744,0.819,19/11/2020,Paracou,13,1,634,BF,Generalist,27,3,22,3,Mid
215,137892,Hymenopus,heteromorphus,2.67057684945964,-1.5299175000000003,0.27439585899999996,1.2308809360000001,4.947780423,6.453057218,1.08,51.88,0.37633573093573103,6.07131468531469,1.22863565006422,2.12896139574711,0.8409999999999993,0.8254,0.3715,1.2218034993270526,246.7948718,0.821,19/11/2020,Paracou,13,1,1100,BF,Generalist,12,2,10,2,Mid
216,137869,Eschweilera,coriacea,0.881406965501612,-1.5219275,0.2079834585,1.2155209230000001,6.444081892,7.8675862735,1.45,51.87,0.627400767050192,2.13895547773887,0.0215350532409062,4.64941506467519,1.7547999999999995,1.7638,0.722,1.4429362880886427,525.6410256,0.814,19/11/2020,Paracou,13,1,1075,BF,Generalist,25,3,19,3,Mid
232,137980,Symphonia,globulifera,1.31748277856127,-1.6218025000000003,0.275237334,3.0916789145,2.3992823029999997,5.7661985515000005,1.38,50.08,0.586913086913087,8.80048180391037,1.79072052947053,11.3992508919652,1.2956999999999992,1.2344,0.3994,2.0906359539308963,256.4102564,0.761,19/11/2020,Paracou,13,1,2803,BF,BF,22,5,18,4,Mid
233,138018,Laetia,procera,1.43030422809118,-1.7676200000000002,0.1744205975,1.095355626,2.7639126640000002,4.0336888875,1.27,50.69,0.48095,9.46928228571429,2.46476125,2.75340014285714,3.3748999999999993,3.42,1.3208,1.5893397940642033,862.1794872,0.816,19/11/2020,Paracou,13,1,2841,BF,BF,22,4,20,4,Mid
234,137163,Conceveiba,guianensis,2.32082876551067,-1.915435,0.0736831515,0.39199971,1.7493411795,2.2150240405,1.43,44.94,0.664164164164164,13.9081904761905,0.443955205205205,2.79469483769484,8.504000000000001,8.5441,3.6817,1.3206942445066137,224.3589744,0.789,19/11/2020,Paracou,13,1,361,BF,Generalist,16,2,12,3,Inf
235,137064,Virola,michelii,0.0511348510436458,-2.290965,0.27074846249999995,1.2637453815,3.0896540175,4.624147861,1.78,58.19,0.808095952023988,6.37109673734561,0.301510494752624,4.33073477546941,1.6117000000000008,1.6675,0.7548,1.2091944886062531,NA,0.751,19/11/2020,Paracou,13,1,160,BF,Generalist,28,4,26,5,Mid
236,137855,Jacaranda,copaia subsp. copaia,0.672076438194288,-1.35214,0.43505987749999997,1.9463178415,2.289339358,4.670717077000001,2.33,49.75,0.856215676485272,3.47207417445261,1.45882301547678,3.65167263390628,0.4001000000000001,0.3995,0.1295,2.084942084942085,365.3846154,0.819,19/11/2020,Paracou,13,1,1061,BF,Generalist,24,4,20,3,Inf
237,137648,Chrysophyllum,prieurii,0.587159205944974,-2.35888,0.17159433149999997,0.7978135865,5.7252876245,6.6946955425,1.43,50.83,0.58,12.9992822857143,0.64526125,8.89065014285715,2.7902999999999993,2.8687,1.2347,1.3233983963715885,282.0512821,0.818,19/11/2020,Paracou,13,1,853,BF,Generalist,25,4,21,2,Inf
238,137705,Hymenopus,heteromorphus,2.51508952451595,-1.7955850000000002,0.248619903,1.3471581545,4.9055754105,6.5013534685,1.19,43.01,0.4804,4.61128228571429,0.23036125,2.56365014285714,0.36129999999999995,0.3698,0.1722,1.1475029036004647,441.9191919,0.828,19/11/2020,Paracou,13,1,910,BF,Generalist,15,3,14,2,Sup
238,137705,Hymenopus,heteromorphus,3.33484709167293,-1.7955850000000002,0.248619903,1.3471581545,4.9055754105,6.5013534685,1.19,43.01,0.4804,4.61128228571429,0.23036125,2.56365014285714,0.36129999999999995,0.3698,0.1722,1.1475029036004647,441.9191919,0.828,19/11/2020,Paracou,13,1,910,BF,Generalist,15,3,14,2,Sup
239,205863,Hymenopus,heteromorphus,1.23777944681966,-1.5798550000000002,0.290151773,1.5134763365000001,5.034125068,6.837753178,1.08,52.05,0.466516966067864,5.00427373823781,0.300260728542914,2.98892229826062,0.9150999999999998,0.9262,0.4341,1.1336097673347156,259.6153846,0.808,19/11/2020,Paracou,13,3,2921,BF,Generalist,16,3,16,3,Sup
241,146077,Jacaranda,copaia subsp. copaia,5.36652708360139,-1.4100675,0.411324034,2.0652307155000003,3.4137460835000004,5.8903008329999995,1.96,53.37,0.596895343014522,1.69382302024465,0.883085878818227,2.26304470992203,0.6337000000000002,0.6405,0.2395,1.674321503131524,301.2820513,0.796,30/11/2020,Paracou,15,1,770,BF,Generalist,27,5,26,4,Sup
242,146708,Bocoa,prouacensis,2.29958341260404,-1.8375325,0.2281031395,1.071579679,1.7459879114999999,3.0456707300000003,2.66,53.61,0.728043912175649,0.809662959794696,0.212935379241517,6.92180652979755,1.3346999999999998,1.339,0.637,1.1020408163265305,253.2051282,0.758,30/11/2020,Paracou,15,2,452,TF,Generalist,26,3,21,4,Sup
243,146701,Conceveiba,guianensis,2.03413121704484,-1.8175575000000002,0.1673840075,0.544046967,1.9693715095000002,2.680802484,1.71,42.79,0.834165834165834,6.427854431283,0.0436176323676324,6.6190311117454,3.5782000000000007,3.6653,1.6388,1.2365755430803023,NA,0.816,30/11/2020,Paracou,15,2,445,TF,Generalist,25,4,20,3,Sup
217,226808,Tachigali,melinonii,2.47786413900805,-1.6457725,0.661874157,2.076684586,5.7612417535,8.4998004965,3.55,53.27,0.758087066666667,3.122886,0.228314285714286,6.60359035714286,0.2372999999999994,0.2317,0.0988,1.3451417004048583,461.5384615,0.822,7/12/2020,Paracou,14,1,2936,TF,Generalist,22,4,18,4,Sup
218,237384,Casearia,javitensis,0.747964978527513,-1.8195550000000003,0.22197727550000002,0.7599395955,2.1299213115,3.1118381825,1.59,52.54,0.429467864869363,7.53608187718422,0.135111618286855,2.78141822979816,2.1212,2.1574,1.1255,0.916836961350511,NA,0.806,7/12/2020,Paracou,14,1,2954,TF,TF,12,2,9,3,Mid
219,143348,Tachigali,melinonii,1.10445325705875,-2.051265,0.512012679,2.5040693505,5.491306654,8.5073886835,3.21,46.79,0.773700216558387,2.63256971514243,0.21175840651103,7.74471799814379,0.34079999999999977,0.3506,0.1371,1.5572574762946756,128.2051282,0.788,7/12/2020,Paracou,14,3,118,BF,Generalist,24,4,16,3,Mid
220,180531,Tachigali,melinonii,2.34950191807265,-1.87948,0.4417800745,1.5285128135,6.058472098999999,8.028764987,3.26,53.43,0.724362181090545,2.64260358750804,0.341131815907954,9.25027528049739,0.3905000000000003,0.3679,0.1523,1.4156270518713068,160.2564103,0.843,7/12/2020,Paracou,14,3,2735,BF,Generalist,20,4,16,4,Mid
230,141512,Tachigali,melinonii,1.84441291701151,-1.8934625000000003,0.40026723399999997,1.539754189,4.40594009,6.345961513000001,2.66,47.74,0.607411116675013,3.85556563416553,0.159650726089134,6.19995006795908,0.6575999999999995,0.4986,0.2362,1.1109229466553767,314.1025641,0.829,7/12/2020,Paracou,14,1,363,BF,Generalist,32,5,20,4,Mid
231,141752,Chrysophyllum,prieurii,0.973693047093275,-1.9693675000000002,0.168647465,1.0326977325,4.7044028785,5.9057480765,2.09,52.6,0.7365,13.8292822857143,0.44081125,7.91565014285714,1.5067000000000004,1.534,0.5927,1.5881558967437153,176.2820513,0.819,7/12/2020,Paracou,14,1,603,BF,Generalist,25,4,18,3,Mid
240,141162,Eperua,falcata,1.21682224672222,-1.571865,0.1814837485,0.8596851405,2.618084881,3.6592537695,0.9,54.79,0.392667667667668,1.00528757328757,0.965226476476476,3.74439453739454,2.5833999999999993,2.6292,1.208,1.1764900662251656,211.5384615,0.794,7/12/2020,Paracou,14,1,4,BF,BF,21,3,16,4,Mid
244,145292,Tachigali,melinonii,1.65903567157716,-1.8275450000000002,0.5087408805,2.0635455455000002,5.512682865,8.0849692915,2.8,56.14,0.632765531062124,3.7738299456055,0.38002129258517,4.94979974234183,0.4129000000000005,0.4159,0.1898,1.1912539515279241,134.6153846,0.753,7/12/2020,Paracou,14,4,2537,BF,Generalist,26,4,16,4,Inf
8,149660,Iryanthera,hostmannii,1.06601058690418,-1.63978,0.4040343795,1.8340802429999998,3.445755423,5.683870044500001,1.33,54.26,0.467080647176412,9.34376766162373,0.164058970514743,3.14264606158459,1.451200000000001,1.4529,0.6661,1.181204023419907,92.94871795,0.76,27/10/2020,Paracou,15,4,960,BF,BF,12,2,11,3,Sup
21,149561,Iryanthera,hostmannii,0.793367524591962,-1.6837250000000001,0.3272778325,1.6463880875,4.575133778,6.5487996975,1.21,52.33,0.609683554609219,10.990420386227,0.0691793587174349,6.18634006474488,2.3112999999999992,2.308,1.0173,1.268750614371375,169.8717949,0.812,27/10/2020,Paracou,15,4,860,BF,BF,12,2,11,4,Sup
22,149441,Carapa,surinamensis,0.932999914722155,-1.7296675000000001,0.16907223500000002,0.913576719,1.5410165505000002,2.623665504,1.13,49.62,0.512476664164164,12.0955350805351,0.428419419419419,6.18014753214753,2.248100000000001,2.2701,0.8307,1.7327555074033945,NA,0.771,27/10/2020,Paracou,15,4,740,BF,BF,20,3,20,3,Sup
23,149447,Eperua,falcata,1.23794501250584,-1.6697425000000001,0.296463113,1.8136165745000001,3.9497141925,6.05979388,1.69,51.73,0.7049641875,3.48568954545455,0.152791,8.27896738461539,0.6895999999999995,0.6991,0.2913,1.3999313422588398,471.1538462,0.771,27/10/2020,Paracou,15,4,746,BF,BF,26,4,20,4,Sup
24,149545,Hymenopus,heteromorphus,2.73389791409329,-1.41606,0.173446275,0.850442243,4.5073372339999995,5.531225752,1.04,47.06,0.397169847804391,7.40862230085284,0.292006986027944,4.83205327805927,4.0111,4.082,1.9767,1.0650579248242018,169.8717949,0.814,27/10/2020,Paracou,15,4,844,BF,Generalist,18,3,16,3,Mid
26,149683,Hymenopus,heteromorphus,16.0589122982822,-1.4220525,0.467680921,2.2019985595,6.235570343,8.905249824,0.98,50.47,0.404643831331331,2.30349303849304,1.30229329329329,3.19190929390929,0.36270000000000024,0.3681,0.1794,1.051839464882943,253.2051282,0.807,27/10/2020,Paracou,15,4,984,BF,Generalist,16,3,14,3,Sup
27,149727,Bocoa,prouacensis,2.24874060861938,-1.779605,0.5705943685,3.2294052779999998,2.299445832,6.099445479,1.79,54.88,0.415471923461731,0.581730410659875,0.585783891945973,2.97820648785931,0.5221,0.5251,0.2696,0.9477002967359051,176.2820513,0.814,27/10/2020,Paracou,15,4,1029,BF,Generalist,26,2,24,3,Sup
28,149733,Eperua,falcata,1.9080843743079,-1.8854725,0.391677984,1.8645620539999999,5.6245308835,7.8807709215,1.84,52.9,0.717529129241517,4.66036880783887,0.730030938123753,4.29288162137264,0.6301999999999994,0.6578,0.313,1.101597444089457,509.6153846,0.807,27/10/2020,Paracou,15,4,1035,BF,BF,20,4,16,3,Mid
35,149111,Protium,opacum subsp. rabelianum,2.25807517277096,-1.9334125000000002,0.266242894,1.4731157229999998,2.6824866155000002,4.4218452325,1.46,50.98,0.617155609695153,12.9269760574258,0.746617691154423,3.42750363279899,1.6680000000000001,1.6753,0.7622,1.1979795329309892,458.3333333,0.83,27/10/2020,Paracou,15,4,408,BF,BF,18,3,15,3,Mid
36,149208,Carapa,surinamensis,2.31211551348437,-1.75164,0.1469308625,0.6914955705,1.0784066695,1.916833103,1.17,50.26,0.542421765734266,7.35608346199255,0.447793206793207,6.48248489971567,5.422600000000001,5.5131,2.464,1.2374594155844154,NA,0.806,27/10/2020,Paracou,15,4,506,BF,BF,17,4,16,3,Sup
37,227102,Pterocarpus,officinalis,1.47849796287044,-1.5658725,0.2819821645,1.342221577,2.5522245685,4.17642831,2.74,51.01,1.5374641875,4.69643954545455,0.057141,15.1289673846154,0.6015999999999995,0.60377,0.1883,2.2064259160913435,307.6923077,0.789,27/10/2020,Paracou,15,4,2809,BF,BF,16,3,15,4,Mid
38,148949,Pterocarpus,officinalis,2.41711434414322,-1.8375325,0.1705472185,0.870482339,2.5301982499999998,3.5712278079999997,2.54,52.29,1.05259567669173,6.14881157439052,0.058787969924812,11.5929497590129,1.5701999999999998,1.5837,0.6077,1.6060556195491198,275.6410256,0.791,27/10/2020,Paracou,15,4,246,BF,BF,17,4,14,4,Mid
39,148940,Pterocarpus,officinalis,1.9233740299735,-2.0013275000000004,0.26536477150000004,1.3841699155,2.9189729599999996,4.568507647,2.69,51.21,1.36264551025513,6.16652280685797,0.0493656828414207,13.6107727710009,1.4775,1.5478,0.4406,2.5129369042215166,317.3076923,0.778,27/10/2020,Paracou,15,4,237,BF,BF,18,4,15,3,Sup
40,149391,Bocoa,prouacensis,2.06771828498567,-1.9334125000000002,0.508829663,1.81999025,3.042857857,5.3716777705,2.31,52.28,0.786784011482776,0.603034992965098,0.211174238642037,11.1122989362111,1.0716999999999999,1.0673,0.3068,2.4788135593220337,173.0769231,0.819,27/10/2020,Paracou,15,4,690,BF,Generalist,14,3,12,3,Sup
29,145356,Poraqueiba,guianensis,1.79221451741401,-1.9893425,0.2172859325,1.105850618,2.8440890265,4.1672255765,1.12,51.49,0.563746060530265,3.19403656373641,0.346414207103552,3.58776126524801,1.2830000000000004,1.3275,0.5815,1.2828890799656059,391.025641,0.8,28/10/2020,Paracou,15,1,45,TF,TF,17,2,15,3,Mid
30,145769,Poraqueiba,guianensis,2.2750487994934,-1.9513900000000002,0.16756111,0.9244058340000001,3.9295617739999997,5.021528718,1.1,51.31,0.6054641875,4.63318954545455,0.593991,5.81396738461538,1.2018999999999993,1.2594,0.4836,1.6042183622828785,224.3589744,0.787,28/10/2020,Paracou,15,1,460,TF,TF,16,3,16,3,Mid
31,145376,Eschweilera,coriacea,4.47778854138196,-1.6777325,0.192899626,1.085873901,2.7972064254999998,4.075979952,1.49,48.54,0.55474155827914,2.79683796443676,0.391086543271636,5.32162819871474,1.0796999999999999,1.0849,0.3801,1.8542488818731913,394.2307692,0.818,28/10/2020,Paracou,15,1,65,TF,Generalist,16,3,14,3,Mid
32,148668,Tachigali,melinonii,1.67699039965801,-1.60782,0.4436317105,1.626653764,3.810252603,5.880538078,2.96,52.08,0.674115955588822,1.62369216113228,0.636717564870259,5.65765208045448,0.3567999999999998,0.368,0.1728,1.1296296296296295,266.025641,0.731,28/10/2020,Paracou,15,3,2684,TF,Generalist,26,3,24,3,Mid
33,148907,Gustavia,hexapetala,2.0702411996059,-1.915435,0.2888013315,1.2230834035,3.616187558,5.128072293500001,1.59,50.5,0.599364822677323,7.55588366179275,0.314626373626374,11.3576097748405,1.1856,1.2368,0.3802,2.2530247238295633,346.1538462,0.769,28/10/2020,Paracou,15,4,204,TF,TF,20,3,20,3,Sup
45,145931,Conceveiba,guianensis,2.03794711683253,-1.7935875000000001,0.259096823,0.962375475,2.118800457,3.3402727545,1.37,48.15,0.93709000748503,6.54534884775903,0.0293522954091816,5.91713311837863,2.4011000000000005,2.4412,1.0271,1.3767890176224322,269.2307692,0.781,28/10/2020,Paracou,15,1,623,BF,Generalist,12,4,11,4,Sup
46,145945,Symphonia,globulifera,1.78405748407701,-1.7456475,0.31500426299999995,2.273956136,2.5147444290000003,5.103704828,1.31,48.87,0.632566488035892,8.10911220882806,1.80308175473579,19.7447331850602,1.8714000000000004,1.8928,0.5258,2.599847850893876,269.2307692,0.807,28/10/2020,Paracou,15,1,637,BF,BF,25,4,18,3,Mid
47,145883,Symphonia,globulifera,1.67008678519149,-1.7376575,0.3865445215,3.788143279,1.878941876,6.0536296765,1.26,48.68,0.679784403096903,7.78065888656798,1.71877222777223,17.0669004841313,0.7241,0.7254,0.2293,2.163541212385521,240.3846154,0.785,28/10/2020,Paracou,15,1,575,BF,BF,32,4,25,3,Mid
48,145949,Jacaranda,copaia subsp. copaia,4.57686155639594,-1.3481450000000001,0.47721136350000004,1.7097542825,4.257318914,6.44428456,2.4,51.75,0.653637368815592,3.09489209940484,1.89104547726137,3.03395040941068,0.7741999999999996,0.7924,0.2769,1.8616829180209467,198.7179487,0.808,28/10/2020,Paracou,15,1,641,BF,Generalist,12,3,12,3,Sup
49,145666,Carapa,surinamensis,2.72010601675796,-1.7756100000000001,0.142833042,0.605801957,0.85282141,1.6014564085,1.4,49.41,0.622906920199501,9.65929131716164,1.44088877805486,6.19348367542682,6.043,6.2612,2.7571,1.2709368539407349,NA,0.764,28/10/2020,Paracou,15,1,357,BF,BF,16,3,14,3,Sup
50,147391,Gustavia,hexapetala,0.856390328529304,-2.131165,0.2709289295,1.149195266,4.074534453,5.4946586485,1.72,47.14,0.488936314870259,11.4605185084377,0.588314371257485,5.41314110241056,0.8311000000000002,0.8549,0.3272,1.6127750611246947,192.3076923,0.646,28/10/2020,Paracou,15,2,1136,TF,TF,12,3,10,3,Sup
51,147235,Dicorynia,guianensis,7.00346344925231,-1.603825,0.24956667700000001,1.1985151535,3.015691404,4.4637732345,1.74,51.84,0.4826641875,5.21843954545455,1.248491,3.54846738461538,1.2858,1.322,0.5156,1.5640031031807606,211.5384615,0.749,28/10/2020,Paracou,15,2,980,TF,TF,15,3,14,4,Sup
52,226846,Hymenopus,heteromorphus,2.45737803332354,-1.51194,0.259843533,1.4488507555,5.02469639,6.733390678,0.98,48.42,0.448168765586035,4.8917102697801,0.608469825436409,4.10021684250911,0.6585999999999999,0.6744,0.3169,1.1281161249605554,362.1794872,0.813,28/10/2020,Paracou,15,4,2803,BF,Generalist,15,4,12,3,Mid
53,149005,Bocoa,prouacensis,5.90335799923651,-1.8095675000000002,0.27351189200000003,1.387298814,1.2775880375000002,2.9383987434999996,1.81,54.71,0.4545891875,1.60943954545455,0.516491,2.47996738461538,1.7913000000000006,1.8178,0.9014,1.0166407810073221,179.4871795,0.753,28/10/2020,Paracou,15,4,302,BF,Generalist,15,2,14,3,Sup
34,102705,Protium,opacum subsp. rabelianum,5.14349395567132,-2.051265,0.169165744,1.1286983715,1.7782647295,3.0761288455,1.14,43.82,0.610769572286143,6.87187548319614,0.788885442721361,5.27160318620849,2.16,2.2053,1.0628,1.0749905908919832,608.974359,0.804,29/10/2020,Paracou,6,2,2358,BF,BF,23,4,20,4,Sup
41,181305,Protium,opacum subsp. rabelianum,3.41429714419358,-2.0033250000000002,0.1994355445,1.2478864255,1.8116604170000001,3.2589823865,1.46,50.67,0.880263528678304,4.1351017909771,0.180439900249377,10.1186707078458,2.3854000000000006,2.4108,1.1627,1.073449729078868,432.6923077,0.815,29/10/2020,Paracou,6,2,2924,BF,BF,18,2,15,3,Mid
42,102701,Protium,opacum subsp. rabelianum,2.80400739356089,-2.1930875000000003,0.189103003,1.080299801,1.8625979945000002,3.132000799,1.18,50.14,0.52849268018018,5.53897852397852,0.906397397397397,4.45642380842381,2.7027,2.774,1.2712,1.1821900566393957,621.7948718,0.837,29/10/2020,Paracou,6,2,2354,BF,BF,25,2,22,3,Mid
43,178746,Carapa,surinamensis,1.51665155525133,-1.6337875000000002,0.14284411200000002,0.629806868,0.990105521,1.762756501,1.43,51.05,0.582798590319361,12.0144107240065,0.345599800399202,4.40565607247044,11.763099999999998,11.9818,5.6629,1.1158417065461161,NA,0.814,29/10/2020,Paracou,6,2,2901,BF,BF,19,4,19,4,Sup
44,205764,Protium,opacum subsp. rabelianum,7.29310113783985,-2.1091925000000002,0.2765578065,1.4560409375,4.097344827500001,5.8299435715,1.22,48.5,0.609573761261261,8.92236190736191,0.329520520520521,6.645612997613,2.5918,2.6301,1.1582,1.270851321015369,NA,0.804,29/10/2020,Paracou,6,2,2961,BF,BF,15,4,14,4,Mid
60,205758,Conceveiba,guianensis,1.3641232662382,-1.915435,0.1386339335,0.514938015,1.670397421,2.3239693690000003,1.57,47.94,0.907371559059059,10.7591987441987,0.0613523523523523,4.85582320782321,1.5733999999999995,1.6057,0.6868,1.3379440885264997,326.9230769,0.778,29/10/2020,Paracou,6,2,2955,BF,Generalist,21,2,18,3,Mid
61,102799,Jacaranda,copaia subsp. copaia,2.34467912010071,-1.4020775,0.3245452745,1.415417382,3.8380023995,5.5779650565,2.94,51.39,0.995470981028457,2.65570598647483,1.56164852720919,6.85867936556704,0.5321000000000007,0.5563,0.1524,2.650262467191601,256.4102564,0.777,29/10/2020,Paracou,6,2,2866,TF,Generalist,16,3,16,3,Sup
64,205745,Symphonia,globulifera,2.47727213745782,-1.4939625000000003,0.216572197,2.019380744,0.6884029045,2.9243558455,1.39,49.87,0.480126813040586,12.8866127744511,2.07770886797833,6.97464107499287,1.7781000000000002,1.7966,0.5485,2.275478577939836,185.8974359,0.811,29/10/2020,Paracou,6,1,2924,BF,BF,12,4,10,3,Mid
65,179841,Tachigali,melinonii,2.41416849920421,-1.7756100000000001,0.327266049,1.335183459,3.5372477715,5.19969728,3.27,53.22,0.831164979114453,3.81141453634085,0.290841389187254,5.89332366630863,0.41219999999999946,0.4171,0.1961,1.1269760326364102,573.7179487,0.835,29/10/2020,Paracou,6,1,2874,BF,Generalist,24,4,18,3,Inf
66,101665,Protium,stevensonii,15.9138714466775,-2.1571325000000003,NA,NA,NA,NA,1.24,44.5,0.512843488410872,4.32905052526263,0.652190380904738,6.01659865647109,0.6176999999999992,0.6436,0.3306,0.9467634603750754,442.3076923,0.807,29/10/2020,Paracou,6,1,2359,BF,Generalist,18,2,15,3,Inf
67,101138,Eschweilera,coriacea,1.01849264372574,-1.5538875,0.26566626699999996,1.4369588085,4.5895163475,6.2921414235,1.53,53.59,0.587119268495428,1.12158204488778,1.59487709298183,5.0409878874243,2.5092999999999996,2.5549,1.212,1.108003300330033,288.4615385,0.819,29/10/2020,Paracou,6,1,538,TF,Generalist,20,3,16,4,Mid
68,101016,Bocoa,prouacensis,0.764905212096502,-1.82355,0.2403429645,1.2246306665,1.5828993295,3.0478729605000003,2.42,53.57,0.883320425815036,1.58621357285429,0.314235814086113,8.18721592529227,0.9906000000000006,0.9978,0.2849,NA,192.3076923,0.661,29/10/2020,Paracou,6,1,405,BF,Generalist,15,4,13,4,Sup
69,101485,Tachigali,melinonii,2.33048982835231,-2.1091925000000002,0.5688033015,1.9407632384999998,2.998025835,5.507592375,3.01,52.29,0.793190471430951,2.30373413293353,0.236196187620476,10.9880963089884,0.13680000000000003,0.1392,0.0648,1.1481481481481481,538.4615385,0.824,29/10/2020,Paracou,6,1,890,BF,Generalist,35,5,24,3,Inf
54,249664,Protium,opacum subsp. rabelianum,3.73545746561939,-2.035285,0.2045542345,1.3372487135,3.4569797485000002,4.998782696,1.18,48.7,0.568100388276553,9.45735425396247,1.85520140280561,3.62421581624788,0.7860999999999994,0.7872,0.3494,1.2530051516886092,455.1282051,0.829,30/10/2020,Paracou,6,1,2962,BF,BF,14,3,12,3,Sup
55,101083,Jacaranda,copaia subsp. copaia,9.24892295479084,NA,0.383943828,1.5842094405,4.9248328805,6.8929861495,1.79,52.55,0.473247305764411,4.05407473228526,1.62781052631579,2.7723983805668,0.44099999999999984,0.4445,0.1508,1.947612732095491,294.8717949,0.822,30/10/2020,Paracou,6,1,480,TF,Generalist,30,5,28,3,Mid
56,100766,Chrysophyllum,prieurii,2.01964224376942,-2.0432750000000004,0.1387089875,0.6841663915,4.367297769,5.1901731475,1.69,51.55,0.557743059029515,14.270574832871,0.27848024012006,3.22382929926502,2.367399999999999,2.412,1.1394,1.1169036334913112,157.0512821,0.804,30/10/2020,Paracou,6,1,149,TF,Generalist,24,3,17,3,Mid
57,100765,Conceveiba,guianensis,2.10142444890986,-1.691715,0.15822338600000002,0.601873459,2.5453275179999997,3.305424363,1.71,48.47,0.695421055916126,13.0288962011528,0.154708936595107,2.88264341948615,1.4860000000000007,1.4977,0.6843,1.1886599444688002,230.7692308,0.82,30/10/2020,Paracou,6,1,148,TF,Generalist,15,2,14,3,Sup
